distance,identity,clusters
0.012824381412190666,0.9871756185878093,154
0.013137316233969298,0.9868626837660307,152
0.013184743368388041,0.986815256631612,151
0.013196009011908538,0.9868039909880915,150
0.013218567476175891,0.9867814325238241,149
0.01333968556455456,0.9866603144354454,148
0.013760750586395587,0.9862392494136044,147
0.013917122752150068,0.9860828772478499,146
0.013996595422735014,0.986003404577265,145
0.014031382015690985,0.985968617984309,144
0.014327986294969675,0.9856720137050303,143
0.014673743365594794,0.9853262566344052,142
0.014698983580922587,0.9853010164190774,141
0.014793830657853335,0.9852061693421467,140
0.015328019619865074,0.9846719803801349,139
0.015579559617781458,0.9844204403822185,138
0.01602878639188743,0.9839712136081126,137
0.01625631313131315,0.9837436868686869,136
0.01639837520686027,0.9836016247931397,135
0.01642335766423353,0.9835766423357665,134
0.016997167138810165,0.9830028328611898,133
0.017056222362602624,0.9829437776373974,132
0.017095310136157282,0.9829046898638427,131
0.01713128796137675,0.9828687120386232,130
0.017303759635047933,0.9826962403649521,129
0.017549407114624493,0.9824505928853755,128
0.018062908751167894,0.9819370912488321,127
0.018161718256475057,0.9818382817435249,126
0.01856474258970353,0.9814352574102965,125
0.01863550221099175,0.9813644977890082,124
0.0188538081699835,0.9811461918300165,123
0.01902044698050409,0.9809795530194959,122
0.019414385741565843,0.9805856142584342,121
0.021126760563380254,0.9788732394366197,120
0.021794061907770113,0.9782059380922299,119
0.02185110035898241,0.9781488996410176,118
0.022899557801642434,0.9771004421983576,117
0.023801967629324072,0.9761980323706759,116
0.024232134588671128,0.9757678654113289,115
